File_ID,Time,Volt_Mean,Volt_Max,Volt_Min,Volt_Diff,Volt_Std,Temp_Mean,Temp_Max,Temp_Diff,Volt_Drop_Rate,Volt_Diff_Change
1020,12:45:53,3.9315286,3.939,3.923,0.015999794,0.003390632,33.0375,33.7,1.4000015,0.0030622482,0.0010001659
1020,12:45:54,3.9304724,3.939,3.922,0.01699996,0.003254758,33.046875,33.8,1.5,0.0010561943,0.0010001659
1020,12:45:55,3.9281144,3.936,3.92,0.016000032,0.003378686,33.053123,33.8,1.5,0.0023579597,0.0009999275
1020,12:45:56,3.9277437,3.937,3.921,0.016000032,0.0032736922,33.065624,33.8,1.5,0.0003707409,0.0
1020,12:45:57,3.9259508,3.934,3.919,0.015000105,0.0032815747,33.074997,33.8,1.3999977,0.0017929077,0.0009999275
1020,12:45:58,3.924135,3.933,3.916,0.017000198,0.0033301525,33.096874,33.9,1.5,0.0018157959,0.0020000935
1020,12:45:59,3.922637,3.931,3.915,0.016000032,0.0033250055,33.115627,33.9,1.5,0.0014979839,0.0010001659
1020,12:46:00,3.9210806,3.93,3.914,0.016000032,0.0032696924,33.115627,33.8,1.3999977,0.0015563965,0.0
1020,12:46:01,3.9196198,3.928,3.912,0.016000032,0.0032614707,33.137505,33.9,1.5,0.0014607906,0.0
1020,12:46:02,3.9182167,3.927,3.91,0.01699996,0.0033035052,33.146877,33.9,1.5,0.0014030933,0.0009999275
1020,12:46:03,3.9164274,3.925,3.909,0.016000032,0.0032169456,33.15938,33.9,1.4000015,0.0017893314,0.0009999275
1020,12:46:04,3.9152167,3.924,3.908,0.016000032,0.0031602709,33.16563,33.9,1.5,0.0012106895,0.0
1020,12:46:05,3.9133635,3.922,3.906,0.016000032,0.003171941,33.193752,33.9,1.4000015,0.0018532276,0.0
1020,12:46:06,3.9112716,3.92,3.903,0.01699996,0.0033148231,33.206253,34.0,1.5,0.0020918846,0.0009999275
1020,12:46:07,3.9102228,3.918,3.903,0.0149998665,0.0030672064,33.231247,34.0,1.5,0.0010488033,0.0020000935
1020,12:46:08,3.9090981,3.917,3.901,0.016000032,0.0032384887,33.228127,34.0,1.5,0.0011246204,0.0010001659
1020,12:46:09,3.9075289,3.916,3.901,0.0149998665,0.0031873437,33.240623,34.0,1.5,0.0015692711,0.0010001659
1020,12:46:10,3.9057226,3.914,3.898,0.016000032,0.0031761224,33.243748,34.0,1.5,0.0018062592,0.0010001659
1020,12:46:11,3.9042854,3.913,3.897,0.016000032,0.003238855,33.265625,34.0,1.5,0.0014371872,0.0
1020,12:46:12,3.90333,3.912,3.896,0.016000032,0.0032043546,33.26875,34.0,1.5,0.00095534325,0.0
1020,12:46:13,3.9016197,3.91,3.895,0.015000105,0.003158211,33.28125,34.0,1.4000015,0.0017104149,0.0009999275
1020,12:46:14,3.9001837,3.908,3.893,0.015000105,0.003109606,33.303123,34.0,1.4000015,0.0014359951,0.0
1020,12:46:15,3.8982553,3.906,3.891,0.0149998665,0.003060825,33.31875,34.1,1.5,0.0019283295,2.3841858e-07
1020,12:46:16,3.8970346,3.905,3.89,0.0149998665,0.0032087422,33.328125,34.1,1.5,0.0012207031,0.0
1020,12:46:17,3.8958244,3.904,3.889,0.015000105,0.0032315906,33.34375,34.1,1.3999977,0.0012102127,2.3841858e-07
1020,12:46:18,3.8936944,3.901,3.887,0.013999939,0.0031508962,33.356247,34.1,1.5,0.0021300316,0.0010001659
1020,12:46:19,3.8924332,3.901,3.885,0.016000032,0.0030939376,33.368748,34.1,1.3999977,0.0012612343,0.0020000935
1020,12:46:20,3.891359,3.899,3.885,0.013999939,0.003096935,33.378128,34.2,1.5,0.0010740757,0.0020000935
1020,12:46:21,3.8896601,3.898,3.882,0.016000032,0.0031744838,33.396873,34.2,1.5,0.0016989708,0.0020000935
1020,12:46:22,3.8881419,3.897,3.881,0.016000032,0.0032102105,33.425,34.2,1.5,0.0015182495,0.0
1020,12:46:23,3.8858244,3.894,3.878,0.016000032,0.003030835,33.428123,34.2,1.5,0.0023174286,0.0
1020,12:46:24,3.8842378,3.893,3.878,0.0149998665,0.0031550173,33.431248,34.2,1.5,0.0015866756,0.0010001659
1020,12:46:25,3.8842847,3.893,3.876,0.01699996,0.003092655,33.449997,34.2,1.5,4.696846e-05,0.0020000935
1020,12:46:26,3.8823974,3.891,3.876,0.015000105,0.002974311,33.459373,34.2,1.4000015,0.0018873215,0.001999855
1020,12:46:27,3.8804662,3.889,3.874,0.0149998665,0.0030310638,33.465622,34.2,1.4000015,0.0019311905,2.3841858e-07
1020,12:46:28,3.8789222,3.887,3.871,0.016000032,0.0030583737,33.48437,34.2,1.4000015,0.0015439987,0.0010001659
1020,12:46:29,3.8779945,3.886,3.871,0.0149998665,0.003030325,33.50625,34.3,1.5,0.0009276867,0.0010001659
1020,12:46:30,3.8766592,3.885,3.869,0.016000032,0.0030533827,33.51562,34.3,1.5,0.0013353825,0.0010001659
1020,12:46:31,3.87442,3.883,3.867,0.015999794,0.0030094117,33.534374,34.3,1.5,0.0022392273,2.3841858e-07
1020,12:46:32,3.8727212,3.881,3.867,0.013999939,0.003011751,33.540623,34.3,1.5,0.0016987324,0.001999855
1020,12:46:33,3.8725562,3.881,3.865,0.016000032,0.0029736394,33.546875,34.3,1.5,0.00016498566,0.0020000935
1020,12:46:34,3.871106,3.88,3.865,0.015000105,0.00302083,33.571877,34.4,1.6000023,0.0014503002,0.0009999275
1020,12:46:35,3.8684957,3.877,3.862,0.015000105,0.0029374238,33.593754,34.4,1.5,0.0026102066,0.0
1020,12:46:36,3.8672676,3.875,3.86,0.015000105,0.002993746,33.606255,34.4,1.5,0.0012280941,0.0
1020,12:46:37,3.8652565,3.873,3.859,0.013999939,0.0029213468,33.61563,34.4,1.5,0.0020110607,0.0010001659
1020,12:46:38,3.8638582,3.872,3.857,0.0149998665,0.0030004368,33.631256,34.4,1.5,0.001398325,0.0009999275
1020,12:46:39,3.8627603,3.871,3.856,0.015000105,0.002966463,33.643757,34.4,1.5,0.0010979176,2.3841858e-07
1020,12:46:40,3.8613226,3.87,3.855,0.0149998665,0.00292041,33.656254,34.4,1.5,0.001437664,2.3841858e-07
1020,12:46:41,3.8595808,3.868,3.852,0.016000032,0.0030150877,33.662502,34.4,1.5,0.0017418861,0.0010001659
1020,12:46:42,3.8588052,3.867,3.852,0.015000105,0.0029055777,33.66875,34.4,1.5,0.00077557564,0.0009999275
1020,12:46:43,3.8572998,3.866,3.851,0.0149998665,0.0029962219,33.7,34.5,1.5999985,0.0015053749,2.3841858e-07
1020,12:46:44,3.8554888,3.863,3.849,0.013999939,0.0028863992,33.715622,34.5,1.5,0.0018110275,0.0009999275
1020,12:46:45,3.8539085,3.862,3.847,0.015000105,0.002922393,33.725,34.5,1.5,0.0015802383,0.0010001659
1020,12:46:46,3.8524451,3.861,3.846,0.015000105,0.0029213012,33.740627,34.5,1.5,0.0014634132,0.0
1020,12:46:47,3.85087,3.86,3.843,0.01699996,0.0030047628,33.753128,34.5,1.5,0.0015752316,0.001999855
1020,12:46:48,3.8500977,3.859,3.843,0.016000032,0.0029270845,33.765625,34.6,1.5,0.0007722378,0.0009999275
1020,12:46:49,3.8481462,3.856,3.841,0.0149998665,0.002999192,33.790627,34.6,1.5,0.0019514561,0.0010001659
1020,12:46:50,3.8482592,3.857,3.841,0.016000032,0.0029335287,33.793755,34.6,1.5,0.00011301041,0.0010001659
1020,12:46:51,3.8468282,3.854,3.839,0.015000105,0.002969241,33.80625,34.6,1.5,0.0014309883,0.0009999275
1020,12:46:52,3.8456347,3.854,3.838,0.016000032,0.0029205845,33.825,34.6,1.5,0.0011935234,0.0009999275
1020,12:46:53,3.8441405,3.852,3.837,0.015000105,0.0028937808,33.846874,34.6,1.5,0.0014941692,0.0009999275
1020,12:46:54,3.8416128,3.85,3.834,0.015999794,0.0029157011,33.846874,34.6,1.5,0.0025277138,0.0009996891
1020,12:46:55,3.839711,3.847,3.834,0.012999773,0.0028905938,33.8625,34.7,1.6000023,0.001901865,0.003000021
1020,12:46:56,3.838649,3.847,3.832,0.0149998665,0.0029395367,33.878124,34.7,1.5,0.0010619164,0.0020000935
1020,12:46:57,3.837763,3.846,3.831,0.0149998665,0.0027650679,33.896873,34.7,1.5,0.00088596344,0.0
1020,12:46:58,3.8365288,3.845,3.83,0.015000105,0.0028644074,33.909374,34.7,1.5,0.001234293,2.3841858e-07
1020,12:46:59,3.8351202,3.843,3.829,0.013999939,0.0027964057,33.921875,34.7,1.5,0.001408577,0.0010001659
1020,12:47:00,3.8329535,3.841,3.826,0.015000105,0.002836131,33.934372,34.7,1.5,0.002166748,0.0010001659
1020,12:47:01,3.832022,3.84,3.825,0.0149998665,0.0027978693,33.94375,34.8,1.5999985,0.0009315014,2.3841858e-07
1020,12:47:02,3.8303678,3.837,3.824,0.013000011,0.0027867076,33.968746,34.8,1.5,0.0016541481,0.001999855
1020,12:47:03,3.8302324,3.839,3.823,0.016000032,0.0028540336,33.97187,34.8,1.5,0.00013542175,0.003000021
1020,12:47:04,3.82872,3.837,3.822,0.0149998665,0.0028115788,33.987495,34.8,1.5,0.001512289,0.0010001659
1020,12:47:05,3.8275504,3.835,3.821,0.013999939,0.002850121,33.999996,34.8,1.5,0.0011696815,0.0009999275
1020,12:47:06,3.8247612,3.833,3.819,0.013999939,0.0028344651,34.02187,34.8,1.5,0.002789259,0.0
1020,12:47:07,3.8241203,3.833,3.818,0.0149998665,0.0028188038,34.03437,34.8,1.5,0.00064086914,0.0009999275
1020,12:47:08,3.8224883,3.83,3.816,0.013999939,0.0027567714,34.05,34.9,1.6000023,0.0016319752,0.0009999275
1020,12:47:09,3.8207145,3.83,3.814,0.016000032,0.002818093,34.059376,34.9,1.6000023,0.0017738342,0.0020000935
1020,12:47:10,3.8195617,3.827,3.814,0.013000011,0.0027726435,34.078125,34.9,1.5,0.0011527538,0.003000021
1020,12:47:11,3.8185623,3.826,3.812,0.013999939,0.0027685154,34.090626,34.9,1.5,0.0009994507,0.0009999275
1020,12:47:12,3.8165612,3.825,3.809,0.016000032,0.0027623116,34.106255,34.9,1.5,0.0020010471,0.0020000935
1020,12:47:13,3.8152373,3.823,3.809,0.013999939,0.002818283,34.112507,34.9,1.5,0.0013239384,0.0020000935
1020,12:47:14,3.8138413,3.821,3.807,0.014000177,0.0027995298,34.140633,35.0,1.5,0.0013959408,2.3841858e-07
1020,12:47:15,3.8131943,3.821,3.807,0.014000177,0.002635385,34.15313,35.0,1.5,0.000647068,0.0
1020,12:47:16,3.8118932,3.819,3.806,0.013000011,0.0026991444,34.159378,35.0,1.5,0.0013010502,0.0010001659
1020,12:47:17,3.810448,3.818,3.804,0.014000177,0.002752181,34.17188,35.0,1.5,0.0014452934,0.0010001659
1020,12:47:18,3.8091493,3.817,3.803,0.013999939,0.002657781,34.184376,35.0,1.5,0.001298666,2.3841858e-07
1020,12:47:19,3.8077853,3.816,3.802,0.013999939,0.0026830805,34.203125,35.0,1.5,0.0013639927,0.0
1020,12:47:20,3.8061526,3.813,3.8,0.013000011,0.002699062,34.221874,35.0,1.5,0.0016326904,0.0009999275
1020,12:47:21,3.8047676,3.812,3.799,0.013000011,0.0027186656,34.234375,35.0,1.5,0.0013849735,0.0
1020,12:47:22,3.8035674,3.812,3.797,0.015000105,0.0026972713,34.243748,35.1,1.5,0.0012001991,0.0020000935
1020,12:47:23,3.8022146,3.81,3.796,0.013999939,0.0027854568,34.2625,35.1,1.5,0.001352787,0.0010001659
1020,12:47:24,3.8005064,3.808,3.794,0.014000177,0.0027255297,34.271877,35.1,1.5,0.0017082691,2.3841858e-07
1020,12:47:25,3.7991774,3.808,3.793,0.015000105,0.0027501164,34.290627,35.1,1.5,0.0013289452,0.0009999275
1020,12:47:26,3.7977738,3.805,3.792,0.013000011,0.0027327836,34.303127,35.1,1.5,0.0014035702,0.0020000935
1020,12:47:27,3.7971876,3.805,3.79,0.015000105,0.002713805,34.321877,35.2,1.6000023,0.0005862713,0.0020000935
1020,12:47:28,3.796171,3.804,3.79,0.013999939,0.0026799813,34.34375,35.2,1.5,0.0010166168,0.0010001659
1020,12:47:29,3.7946482,3.802,3.788,0.013999939,0.0026166171,34.350002,35.2,1.5,0.0015227795,0.0
1020,12:47:30,3.793818,3.802,3.787,0.015000105,0.002642724,34.3625,35.2,1.5,0.0008301735,0.0010001659
1020,12:47:31,3.791807,3.8,3.786,0.013999939,0.0026975416,34.371872,35.2,1.5,0.0020110607,0.0010001659
1020,12:47:32,3.7895157,3.796,3.784,0.012000084,0.002674687,34.381245,35.2,1.5,0.0022912025,0.001999855
1020,12:47:33,3.7884035,3.796,3.782,0.013999939,0.002696404,34.399994,35.2,1.5,0.0011122227,0.001999855
1020,12:47:34,3.7882895,3.795,3.782,0.013000011,0.0025748415,34.42187,35.3,1.5999985,0.00011396408,0.0009999275
1020,12:47:35,3.7865915,3.794,3.78,0.013999939,0.002597304,34.443745,35.2,1.4000015,0.0016980171,0.0009999275
1020,12:47:36,3.7859254,3.792,3.78,0.012000084,0.0025746531,34.45312,35.3,1.5,0.0006661415,0.001999855
1020,12:47:37,3.7845335,3.792,3.778,0.013999939,0.0025408743,34.465622,35.3,1.5,0.0013918877,0.001999855
1020,12:47:38,3.78321,3.791,3.777,0.013999939,0.002575956,34.47812,35.3,1.5,0.0013234615,0.0
1020,12:47:39,3.7816656,3.789,3.775,0.013999939,0.0026046282,34.493748,35.3,1.5,0.0015444756,0.0
1020,12:47:40,3.7796547,3.787,3.773,0.013999939,0.002554373,34.50625,35.3,1.3999977,0.0020108223,0.0
1020,12:47:41,3.7784164,3.786,3.773,0.013000011,0.0025418943,34.521873,35.4,1.5,0.0012383461,0.0009999275
1020,12:47:42,3.7774057,3.785,3.771,0.014000177,0.0025504655,34.546875,35.4,1.5,0.0010106564,0.0010001659
1020,12:47:43,3.776346,3.784,3.771,0.013000011,0.0025700023,34.562504,35.4,1.5,0.0010597706,0.0010001659
1020,12:47:44,3.7751694,3.782,3.769,0.013000011,0.0026585723,34.571877,35.4,1.5,0.0011765957,0.0
1020,12:47:45,3.7742796,3.782,3.769,0.013000011,0.002469671,34.581253,35.4,1.5,0.00088977814,0.0
1020,12:47:46,3.7720222,3.779,3.766,0.013000011,0.0025047685,34.593754,35.4,1.5,0.002257347,0.0
1020,12:47:47,3.7698538,3.778,3.764,0.014000177,0.0025254828,34.612503,35.5,1.5,0.002168417,0.0010001659
1020,12:47:48,3.7687502,3.776,3.762,0.013999939,0.0025889922,34.637505,35.5,1.5,0.0011036396,2.3841858e-07
1020,12:47:49,3.7672625,3.775,3.761,0.014000177,0.0025161956,34.65,35.5,1.5,0.0014877319,2.3841858e-07
1020,12:47:50,3.7663317,3.773,3.761,0.012000084,0.002530816,34.65625,35.5,1.5,0.00093078613,0.0020000935
1020,12:47:51,3.766099,3.773,3.76,0.013000011,0.0025200269,34.671875,35.5,1.5,0.00023269653,0.0009999275
1020,12:47:52,3.765053,3.772,3.759,0.013000011,0.0025596085,34.6875,35.5,1.5,0.0010459423,0.0
1020,12:47:53,3.7621803,3.77,3.756,0.013999939,0.002559232,34.690624,35.5,1.5,0.0028727055,0.0009999275
1020,12:47:54,3.7610726,3.769,3.755,0.013999939,0.0024472077,34.70625,35.6,1.5999985,0.0011076927,0.0
1020,12:47:55,3.7608683,3.767,3.755,0.0119998455,0.0024401436,34.728123,35.6,1.5,0.00020432472,0.0020000935
1020,12:47:56,3.7594354,3.767,3.754,0.013000011,0.00237043,34.743748,35.6,1.5,0.0014328957,0.0010001659
1020,12:47:57,3.7578683,3.766,3.752,0.013999939,0.0024634348,34.7625,35.6,1.5,0.0015671253,0.0009999275
1020,12:47:58,3.7572958,3.765,3.752,0.013000011,0.0024102388,34.775,35.6,1.5,0.000572443,0.0009999275
1020,12:47:59,3.7545793,3.761,3.749,0.0119998455,0.0024200145,34.787502,35.6,1.5,0.0027165413,0.0010001659
1020,12:48:00,3.7537453,3.76,3.748,0.012000084,0.0023634045,34.80938,35.6,1.3999977,0.0008339882,2.3841858e-07
1020,12:48:01,3.753031,3.76,3.748,0.012000084,0.002362643,34.831253,35.7,1.5,0.00071430206,0.0
1020,12:48:02,3.7515352,3.758,3.746,0.0119998455,0.0023467974,34.8375,35.7,1.5,0.0014958382,2.3841858e-07
1020,12:48:03,3.7504377,3.758,3.745,0.013000011,0.0023704404,34.850002,35.7,1.5,0.0010974407,0.0010001659
1020,12:48:04,3.749521,3.757,3.743,0.013999939,0.0024259556,34.865623,35.7,1.5,0.00091671944,0.0009999275
1020,12:48:05,3.747096,3.754,3.741,0.013000011,0.0024673438,34.887497,35.7,1.5,0.0024249554,0.0009999275
1020,12:48:06,3.7465773,3.754,3.741,0.013000011,0.0023088478,34.899998,35.7,1.4000015,0.0005187988,0.0
1020,12:48:07,3.7447665,3.752,3.739,0.013000011,0.002297124,34.912495,35.8,1.5,0.0018107891,0.0
1020,12:48:08,3.744085,3.751,3.739,0.0119998455,0.0023024296,34.92187,35.8,1.5,0.0006814003,0.0010001659
1020,12:48:09,3.7428014,3.75,3.738,0.012000084,0.0023519383,34.937496,35.8,1.5,0.0012836456,2.3841858e-07
1020,12:48:10,3.7420342,3.748,3.737,0.010999918,0.0023149012,34.953125,35.8,1.5,0.000767231,0.0010001659
1020,12:48:11,3.7407112,3.748,3.735,0.013000011,0.0023594473,34.975,35.8,1.5,0.0013229847,0.0020000935
1020,12:48:12,3.7390249,3.746,3.734,0.012000084,0.0023101212,34.981247,35.8,1.5,0.0016863346,0.0009999275
1020,12:48:13,3.738012,3.746,3.732,0.013999939,0.00234215,35.00312,35.8,1.3999977,0.0010128021,0.001999855
1020,12:48:14,3.7369192,3.744,3.732,0.0119998455,0.0023529776,35.012497,35.8,1.3999977,0.0010929108,0.0020000935
1020,12:48:15,3.734221,3.741,3.729,0.0119998455,0.0022782772,35.031254,35.9,1.5,0.002698183,0.0
1020,12:48:16,3.7338974,3.741,3.728,0.013000011,0.0023496465,35.04688,35.9,1.5,0.000323534,0.0010001659
1020,12:48:17,3.7326684,3.739,3.728,0.011000156,0.002241012,35.065624,35.9,1.5,0.0012290478,0.001999855
1020,12:48:18,3.731238,3.738,3.726,0.0119998455,0.0022321998,35.071877,35.9,1.5,0.0014305115,0.0009996891
1020,12:48:19,3.7301073,3.737,3.724,0.013000011,0.0022385693,35.0875,35.9,1.5,0.0011305809,0.0010001659
1020,12:48:20,3.7287285,3.736,3.724,0.012000084,0.0022205824,35.10625,35.9,1.4000015,0.0013787746,0.0009999275
1020,12:48:21,3.728591,3.736,3.724,0.012000084,0.002170664,35.115627,36.0,1.5,0.00013756752,0.0
1020,12:48:22,3.727524,3.734,3.723,0.010999918,0.002198586,35.140625,36.0,1.5,0.0010669231,0.0010001659
1020,12:48:23,3.7261376,3.733,3.721,0.012000084,0.0022254917,35.14375,36.0,1.5,0.001386404,0.0010001659
1020,12:48:24,3.7248237,3.732,3.72,0.012000084,0.0021929108,35.159374,36.0,1.5,0.0013139248,0.0
1020,12:48:25,3.7233229,3.73,3.719,0.010999918,0.0022019977,35.168747,36.0,1.5,0.001500845,0.0010001659
1020,12:48:26,3.722288,3.729,3.717,0.012000084,0.0021596474,35.190624,36.0,1.4000015,0.001034975,0.0010001659
1020,12:48:27,3.7211637,3.728,3.716,0.0119998455,0.0021383653,35.215622,36.1,1.5,0.0011241436,2.3841858e-07
1020,12:48:28,3.719805,3.727,3.715,0.012000084,0.0022031495,35.218746,36.1,1.5,0.0013587475,2.3841858e-07
1020,12:48:29,3.718708,3.725,3.714,0.010999918,0.0020979175,35.231247,36.1,1.5,0.0010969639,0.0010001659
1020,12:48:30,3.7176027,3.724,3.712,0.012000084,0.0021114089,35.246876,36.1,1.5,0.0011053085,0.0010001659
1020,12:48:31,3.715795,3.721,3.711,0.00999999,0.0020903212,35.2625,36.1,1.5,0.0018076897,0.0020000935
1020,12:48:32,3.7154615,3.722,3.71,0.0119998455,0.002127007,35.27813,36.2,1.6000023,0.0003335476,0.001999855
1020,12:48:33,3.7143486,3.721,3.71,0.010999918,0.0020422186,35.29375,36.2,1.5,0.0011129379,0.0009999275
1020,12:48:34,3.7128592,3.719,3.708,0.011000156,0.0020049165,35.30313,36.2,1.5,0.0014894009,2.3841858e-07
1020,12:48:35,3.712052,3.718,3.707,0.010999918,0.002095615,35.32188,36.2,1.5,0.0008070469,2.3841858e-07
1020,12:48:36,3.7104552,3.716,3.706,0.00999999,0.0020916471,35.34375,36.2,1.5,0.0015969276,0.0009999275
1020,12:48:37,3.7087562,3.715,3.704,0.010999918,0.0020570224,35.350002,36.2,1.5,0.0016989708,0.0009999275
1020,12:48:38,3.7076018,3.714,3.701,0.013000011,0.0021141125,35.368748,36.2,1.5,0.0011544228,0.0020000935
1020,12:48:39,3.706584,3.712,3.702,0.00999999,0.0021121802,35.37812,36.2,1.5,0.0010178089,0.003000021
1020,12:48:40,3.706457,3.713,3.702,0.011000156,0.00200817,35.393745,36.3,1.5,0.0001270771,0.0010001659
1020,12:48:41,3.705243,3.711,3.7,0.010999918,0.0020542697,35.40937,36.3,1.5,0.001213789,2.3841858e-07
1020,12:48:42,3.7042153,3.71,3.7,0.00999999,0.0019853758,35.415623,36.3,1.5,0.0010278225,0.0009999275
